Code,Year,Population - Sex: all - Age: all - Variant: estimates,Population - Sex: all - Age: all - Variant: medium
AIA,1990,8422,
AIA,1991,8728,
AIA,1992,9005,
AIA,1993,9252,
AIA,1994,9489,
AIA,1995,9738,
AIA,1996,10000,
AIA,1997,10278,
AIA,1998,10557,
AIA,1999,10864,
AIA,2000,11196,
AIA,2001,11497,
AIA,2002,11714,
AIA,2003,11903,
AIA,2004,12092,
AIA,2005,12290,
AIA,2006,12493,
AIA,2007,12697,
AIA,2008,12911,
AIA,2009,13138,
AIA,2010,13372,
AIA,2011,13593,
AIA,2012,13401,
AIA,2013,13272,
AIA,2014,13748,
AIA,2015,14235,
AIA,2016,14344,
AIA,2017,14450,
AIA,2018,14747,
AIA,2019,14845,
AIA,2020,14864,
AIA,2021,14503,
AIA,2022,14202,
AIA,2023,14435,
AIA,2024,,14623
AIA,2025,,14750
AIA,2026,,14846
AIA,2027,,14899
AIA,2028,,14939
AIA,2029,,14973
AIA,2030,,15000
AIA,2031,,15026
AIA,2032,,15053
AIA,2033,,15072
AIA,2034,,15084
AIA,2035,,15106
AIA,2036,,15110
AIA,2037,,15099
AIA,2038,,15080
AIA,2039,,15058
AIA,2040,,15039
AIA,2041,,15028
AIA,2042,,15017
AIA,2043,,14999
AIA,2044,,14965
AIA,2045,,14914
AIA,2046,,14862
AIA,2047,,14788
AIA,2048,,14710
AIA,2049,,14647
AIA,2050,,14572
AIA,2051,,14490
AIA,2052,,14410
AIA,2053,,14319
AIA,2054,,14235
AIA,2055,,14151
AIA,2056,,14055
AIA,2057,,13953
AIA,2058,,13860
AIA,2059,,13759
AIA,2060,,13659
AIA,2061,,13560
AIA,2062,,13456
AIA,2063,,13345
AIA,2064,,13226
AIA,2065,,13120
AIA,2066,,13005
AIA,2067,,12892
AIA,2068,,12792
AIA,2069,,12680
AIA,2070,,12570
AIA,2071,,12470
AIA,2072,,12367
AIA,2073,,12263
AIA,2074,,12159
AIA,2075,,12051
AIA,2076,,11948
AIA,2077,,11840
AIA,2078,,11733
AIA,2079,,11631
AIA,2080,,11518
AIA,2081,,11419
AIA,2082,,11310
AIA,2083,,11197
AIA,2084,,11091
AIA,2085,,10979
AIA,2086,,10871
AIA,2087,,10759
AIA,2088,,10650
AIA,2089,,10546
AIA,2090,,10435
AIA,2091,,10317
AIA,2092,,10209
AIA,2093,,10100
AIA,2094,,9988
AIA,2095,,9878
AIA,2096,,9770
AIA,2097,,9657
AIA,2098,,9547
AIA,2099,,9442
AIA,2100,,9329
ATG,1950,45462,
ATG,1951,46444,
ATG,1952,47416,
ATG,1953,48400,
ATG,1954,49392,
ATG,1955,50395,
ATG,1956,51400,
ATG,1957,52426,
ATG,1958,53473,
ATG,1959,54549,
ATG,1960,55621,
ATG,1961,56554,
ATG,1962,57351,
ATG,1963,58157,
ATG,1964,59035,
ATG,1965,59987,
ATG,1966,60911,
ATG,1967,61857,
ATG,1968,62832,
ATG,1969,63832,
ATG,1970,64549,
ATG,1971,64747,
ATG,1972,64631,
ATG,1973,64362,
ATG,1974,64074,
ATG,1975,63856,
ATG,1976,63779,
ATG,1977,63882,
ATG,1978,64055,
ATG,1979,64297,
ATG,1980,64531,
ATG,1981,64686,
ATG,1982,64802,
ATG,1983,64952,
ATG,1984,64899,
ATG,1985,64606,
ATG,1986,64292,
ATG,1987,63964,
ATG,1988,63641,
ATG,1989,63346,
ATG,1990,63087,
ATG,1991,63406,
ATG,1992,64422,
ATG,1993,65601,
ATG,1994,66860,
ATG,1995,68210,
ATG,1996,69629,
ATG,1997,71071,
ATG,1998,72430,
ATG,1999,73681,
ATG,2000,74929,
ATG,2001,76082,
ATG,2002,77049,
ATG,2003,77896,
ATG,2004,78734,
ATG,2005,79628,
ATG,2006,80619,
ATG,2007,81716,
ATG,2008,82926,
ATG,2009,84193,
ATG,2010,85337,
ATG,2011,86350,
ATG,2012,87275,
ATG,2013,88074,
ATG,2014,88784,
ATG,2015,89421,
ATG,2016,89980,
ATG,2017,90483,
ATG,2018,90942,
ATG,2019,91377,
ATG,2020,91864,
ATG,2021,92358,
ATG,2022,92850,
ATG,2023,93331,
ATG,2024,,93782
ATG,2025,,94222
ATG,2026,,94631
ATG,2027,,95019
ATG,2028,,95379
ATG,2029,,95720
ATG,2030,,96007
ATG,2031,,96263
ATG,2032,,96485
ATG,2033,,96691
ATG,2034,,96870
ATG,2035,,97021
ATG,2036,,97120
ATG,2037,,97170
ATG,2038,,97191
ATG,2039,,97184
ATG,2040,,97143
ATG,2041,,97059
ATG,2042,,96951
ATG,2043,,96803
ATG,2044,,96629
ATG,2045,,96423
ATG,2046,,96202
ATG,2047,,95952
ATG,2048,,95681
ATG,2049,,95390
ATG,2050,,95062
ATG,2051,,94720
ATG,2052,,94364
ATG,2053,,93976
ATG,2054,,93566
ATG,2055,,93140
ATG,2056,,92727
ATG,2057,,92318
ATG,2058,,91868
ATG,2059,,91422
ATG,2060,,90990
ATG,2061,,90516
ATG,2062,,90048
ATG,2063,,89563
ATG,2064,,89067
ATG,2065,,88564
ATG,2066,,88047
ATG,2067,,87517
ATG,2068,,86974
ATG,2069,,86427
ATG,2070,,85880
ATG,2071,,85312
ATG,2072,,84731
ATG,2073,,84150
ATG,2074,,83570
ATG,2075,,82984
ATG,2076,,82414
ATG,2077,,81803
ATG,2078,,81184
ATG,2079,,80558
ATG,2080,,79930
ATG,2081,,79319
ATG,2082,,78694
ATG,2083,,78072
ATG,2084,,77450
ATG,2085,,76837
ATG,2086,,76220
ATG,2087,,75586
ATG,2088,,74969
ATG,2089,,74361
ATG,2090,,73754
ATG,2091,,73146
ATG,2092,,72535
ATG,2093,,71941
ATG,2094,,71359
ATG,2095,,70776
ATG,2096,,70202
ATG,2097,,69631
ATG,2098,,69078
ATG,2099,,68538
ATG,2100,,67996
ARG,1950,17018032,
ARG,1951,17356467,
ARG,1952,17698882,
ARG,1953,18041299,
ARG,1954,18381211,
ARG,1955,18716036,
ARG,1956,19049973,
ARG,1957,19383045,
ARG,1958,19714264,
ARG,1959,20049604,
ARG,1960,20386055,
ARG,1961,20726280,
ARG,1962,21072543,
ARG,1963,21421702,
ARG,1964,21769451,
ARG,1965,22112634,
ARG,1966,22453898,
ARG,1967,22799063,
ARG,1968,23150580,
ARG,1969,23508716,
ARG,1970,23878330,
ARG,1971,24257212,
ARG,1972,24644332,
ARG,1973,25046007,
ARG,1974,25461352,
ARG,1975,25874106,
ARG,1976,26282282,
ARG,1977,26701815,
ARG,1978,27132162,
ARG,1979,27568894,
ARG,1980,28011597,
ARG,1981,28463956,
ARG,1982,28924268,
ARG,1983,29391334,
ARG,1984,29863090,
ARG,1985,30336448,
ARG,1986,30811982,
ARG,1987,31291764,
ARG,1988,31780534,
ARG,1989,32270958,
ARG,1990,32755907,
ARG,1991,33230293,
ARG,1992,33693532,
ARG,1993,34152719,
ARG,1994,34613492,
ARG,1995,35070016,
ARG,1996,35513795,
ARG,1997,35947790,
ARG,1998,36372862,
ARG,1999,36794687,
ARG,2000,37213986,
ARG,2001,37624817,
ARG,2002,38029345,
ARG,2003,38424283,
ARG,2004,38815915,
ARG,2005,39216786,
ARG,2006,39622113,
ARG,2007,40016767,
ARG,2008,40424151,
ARG,2009,40854832,
ARG,2010,41288694,
ARG,2011,41730655,
ARG,2012,42161718,
ARG,2013,42582453,
ARG,2014,43024071,
ARG,2015,43477011,
ARG,2016,43900312,
ARG,2017,44288898,
ARG,2018,44654876,
ARG,2019,44973469,
ARG,2020,45191960,
ARG,2021,45312282,
ARG,2022,45407904,
ARG,2023,45538402,
ARG,2024,,45696153
ARG,2025,,45851379
ARG,2026,,46003732
ARG,2027,,46153343
ARG,2028,,46299942
ARG,2029,,46443768
ARG,2030,,46585024
ARG,2031,,46723737
ARG,2032,,46859876
ARG,2033,,46993523
ARG,2034,,47124538
ARG,2035,,47251991
ARG,2036,,47375357
ARG,2037,,47494513
ARG,2038,,47608786
ARG,2039,,47716828
ARG,2040,,47817642
ARG,2041,,47910485
ARG,2042,,47994507
ARG,2043,,48069553
ARG,2044,,48135523
ARG,2045,,48191837
ARG,2046,,48237673
ARG,2047,,48272486
ARG,2048,,48296028
ARG,2049,,48308269
ARG,2050,,48308945
ARG,2051,,48297090
ARG,2052,,48272370
ARG,2053,,48234734
ARG,2054,,48184616
ARG,2055,,48122228
ARG,2056,,48047354
ARG,2057,,47960610
ARG,2058,,47862865
ARG,2059,,47755330
ARG,2060,,47638688
ARG,2061,,47513469
ARG,2062,,47380750
ARG,2063,,47241185
ARG,2064,,47095286
ARG,2065,,46943416
ARG,2066,,46786069
ARG,2067,,46623476
ARG,2068,,46455029
ARG,2069,,46280515
ARG,2070,,46100470
ARG,2071,,45914884
ARG,2072,,45723830
ARG,2073,,45527207
ARG,2074,,45324185
ARG,2075,,45115120
ARG,2076,,44900127
ARG,2077,,44679065
ARG,2078,,44451503
ARG,2079,,44217090
ARG,2080,,43976229
ARG,2081,,43728850
ARG,2082,,43474939
ARG,2083,,43214640
ARG,2084,,42948616
ARG,2085,,42677130
ARG,2086,,42400661
ARG,2087,,42120021
ARG,2088,,41835497
ARG,2089,,41547114
ARG,2090,,41255037
ARG,2091,,40959936
ARG,2092,,40662494
ARG,2093,,40363214
ARG,2094,,40062935
ARG,2095,,39761858
ARG,2096,,39460115
ARG,2097,,39158398
ARG,2098,,38857018
ARG,2099,,38556121
ARG,2100,,38255992
ARM,1950,1382896,
ARM,1951,1417286,
ARM,1952,1454108,
ARM,1953,1493580,
ARM,1954,1535981,
ARM,1955,1581511,
ARM,1956,1630823,
ARM,1957,1684147,
ARM,1958,1740888,
ARM,1959,1801014,
ARM,1960,1863710,
ARM,1961,1927488,
ARM,1962,1991686,
ARM,1963,2056024,
ARM,1964,2120135,
ARM,1965,2183635,
ARM,1966,2246162,
ARM,1967,2307497,
ARM,1968,2367326,
ARM,1969,2424034,
ARM,1970,2475628,
ARM,1971,2525348,
ARM,1972,2577081,
ARM,1973,2630860,
ARM,1974,2686442,
ARM,1975,2743665,
ARM,1976,2818168,
ARM,1977,2912833,
ARM,1978,3012808,
ARM,1979,3078505,
ARM,1980,3107418,
ARM,1981,3135354,
ARM,1982,3163145,
ARM,1983,3191549,
ARM,1984,3224549,
ARM,1985,3260438,
ARM,1986,3294857,
ARM,1987,3328525,
ARM,1988,3355123,
ARM,1989,3443095,
ARM,1990,3552130,
ARM,1991,3613978,
ARM,1992,3571870,
ARM,1993,3453339,
ARM,1994,3364620,
ARM,1995,3307586,
ARM,1996,3278738,
ARM,1997,3246292,
ARM,1998,3208399,
ARM,1999,3167282,
ARM,2000,3125630,
ARM,2001,3084350,
ARM,2002,3055636,
ARM,2003,3038976,
ARM,2004,3022544,
ARM,2005,3006360,
ARM,2006,2990371,
ARM,2007,2974825,
ARM,2008,2959996,
ARM,2009,2945518,
ARM,2010,2931083,
ARM,2011,2923269,
ARM,2012,2922529,
ARM,2013,2922526,
ARM,2014,2922433,
ARM,2015,2921179,
ARM,2016,2918796,
ARM,2017,2914966,
ARM,2018,2909971,
ARM,2019,2903975,
ARM,2020,2890893,
ARM,2021,2870339,
ARM,2022,2880880,
ARM,2023,2943398,
ARM,2024,,2973843
ARM,2025,,2952355
ARM,2026,,2930918
ARM,2027,,2910495
ARM,2028,,2890806
ARM,2029,,2871007
ARM,2030,,2851289
ARM,2031,,2831831
ARM,2032,,2812793
ARM,2033,,2794036
ARM,2034,,2775356
ARM,2035,,2756733
ARM,2036,,2738173
ARM,2037,,2719939
ARM,2038,,2701969
ARM,2039,,2683821
ARM,2040,,2665529
ARM,2041,,2647719
ARM,2042,,2630121
ARM,2043,,2612704
ARM,2044,,2595826
ARM,2045,,2579225
ARM,2046,,2562512
ARM,2047,,2545698
ARM,2048,,2528842
ARM,2049,,2511986
ARM,2050,,2495200
ARM,2051,,2478351
ARM,2052,,2461258
ARM,2053,,2444633
ARM,2054,,2428068
ARM,2055,,2411277
ARM,2056,,2394615
ARM,2057,,2377614
ARM,2058,,2360635
ARM,2059,,2343629
ARM,2060,,2326389
ARM,2061,,2309101
ARM,2062,,2291874
ARM,2063,,2274520
ARM,2064,,2256810
ARM,2065,,2238880
ARM,2066,,2220734
ARM,2067,,2202468
ARM,2068,,2184004
ARM,2069,,2165470
ARM,2070,,2146967
ARM,2071,,2128450
ARM,2072,,2109845
ARM,2073,,2091135
ARM,2074,,2072512
ARM,2075,,2054123
ARM,2076,,2036145
ARM,2077,,2018465
ARM,2078,,2000864
ARM,2079,,1983527
ARM,2080,,1966510
ARM,2081,,1949733
ARM,2082,,1933253
ARM,2083,,1917262
ARM,2084,,1901750
ARM,2085,,1886563
ARM,2086,,1871669
ARM,2087,,1857172
ARM,2088,,1843176
ARM,2089,,1829555
ARM,2090,,1816236
ARM,2091,,1803141
ARM,2092,,1790314
ARM,2093,,1777672
ARM,2094,,1765143
ARM,2095,,1752810
ARM,2096,,1740656
ARM,2097,,1728529
ARM,2098,,1716389
ARM,2099,,1704283
ARM,2100,,1692198
ABW,1950,42763,
ABW,1951,43880,
ABW,1952,45052,
ABW,1953,46269,
ABW,1954,47516,
ABW,1955,48786,
ABW,1956,50084,
ABW,1957,51383,
ABW,1958,52687,
ABW,1959,54003,
ABW,1960,54938,
ABW,1961,55599,
ABW,1962,56337,
ABW,1963,57019,
ABW,1964,57637,
ABW,1965,58208,
ABW,1966,58709,
ABW,1967,59012,
ABW,1968,59086,
ABW,1969,59070,
ABW,1970,58967,
ABW,1971,58798,
ABW,1972,58913,
ABW,1973,59456,
ABW,1974,60144,
ABW,1975,60825,
ABW,1976,61292,
ABW,1977,61532,
ABW,1978,61733,
ABW,1979,61914,
ABW,1980,62051,
ABW,1981,62279,
ABW,1982,62676,
ABW,1983,63114,
ABW,1984,63484,
ABW,1985,63674,
ABW,1986,63640,
ABW,1987,63419,
ABW,1988,63221,
ABW,1989,63413,
ABW,1990,64452,
ABW,1991,66564,
ABW,1992,68889,
ABW,1993,71091,
ABW,1994,73475,
ABW,1995,75930,
ABW,1996,78497,
ABW,1997,81123,
ABW,1998,83788,
ABW,1999,86483,
ABW,2000,88772,
ABW,2001,90320,
ABW,2002,91393,
ABW,2003,92324,
ABW,2004,93223,
ABW,2005,94239,
ABW,2006,95403,
ABW,2007,96604,
ABW,2008,97815,
ABW,2009,99040,
ABW,2010,100127,
ABW,2011,100995,
ABW,2012,101774,
ABW,2013,102570,
ABW,2014,103381,
ABW,2015,104200,
ABW,2016,104989,
ABW,2017,105737,
ABW,2018,106447,
ABW,2019,107089,
ABW,2020,107411,
ABW,2021,107565,
ABW,2022,107792,
ABW,2023,107946,
ABW,2024,,108076
ABW,2025,,108157
ABW,2026,,108172
ABW,2027,,108152
ABW,2028,,108097
ABW,2029,,108000
ABW,2030,,107870
ABW,2031,,107689
ABW,2032,,107480
ABW,2033,,107250
ABW,2034,,106968
ABW,2035,,106686
ABW,2036,,106371
ABW,2037,,106040
ABW,2038,,105672
ABW,2039,,105293
ABW,2040,,104890
ABW,2041,,104493
ABW,2042,,104080
ABW,2043,,103657
ABW,2044,,103195
ABW,2045,,102710
ABW,2046,,102187
ABW,2047,,101654
ABW,2048,,101123
ABW,2049,,100574
ABW,2050,,100006
ABW,2051,,99421
ABW,2052,,98819
ABW,2053,,98208
ABW,2054,,97595
ABW,2055,,97003
ABW,2056,,96451
ABW,2057,,95887
ABW,2058,,95332
ABW,2059,,94778
ABW,2060,,94208
ABW,2061,,93664
ABW,2062,,93129
ABW,2063,,92600
ABW,2064,,92087
ABW,2065,,91588
ABW,2066,,91104
ABW,2067,,90632
ABW,2068,,90174
ABW,2069,,89698
ABW,2070,,89253
ABW,2071,,88813
ABW,2072,,88381
ABW,2073,,87952
ABW,2074,,87525
ABW,2075,,87095
ABW,2076,,86673
ABW,2077,,86244
ABW,2078,,85805
ABW,2079,,85378
ABW,2080,,84947
ABW,2081,,84508
ABW,2082,,84065
ABW,2083,,83613
ABW,2084,,83148
ABW,2085,,82674
ABW,2086,,82207
ABW,2087,,81736
ABW,2088,,81249
ABW,2089,,80762
ABW,2090,,80269
ABW,2091,,79765
ABW,2092,,79267
ABW,2093,,78753
ABW,2094,,78245
ABW,2095,,77731
ABW,2096,,77215
ABW,2097,,76698
ABW,2098,,76189
ABW,2099,,75678
ABW,2100,,75189
,1950,1368075411,
,1951,1394810956,
,1952,1424440993,
,1953,1456150769,
,1954,1488943455,
,1955,1523680036,
,1956,1558805654,
,1957,1595227782,
,1958,1632429828,
,1959,1665271772,
,1960,1692348930,
,1961,1718751817,
,1962,1753920101,
,1963,1799912164,
,1964,1848054064,
,1965,1894647597,
,1966,1940809591,
,1967,1986937257,
,1968,2035404651,
,1969,2086069575,
,1970,2137559042,
,1971,2188326583,
,1972,2238486510,
,1973,2289518335,
,1974,2340061173,
,1975,2389170028,
,1976,2437129374,
,1977,2484896145,
,1978,2532509772,
,1979,2581432942,
,1980,2632326520,
,1981,2684687839,
,1982,2739365885,
,1983,2794764048,
,1984,2850199048,
,1985,2906963741,
,1986,2965641178,
,1987,3026396336,
,1988,3087409013,
,1989,3148471019,
,1990,3209882606,
,1991,3269006370,
,1992,3325622560,
,1993,3380865845,
,1994,3434524761,
,1995,3487680501,
,1996,3540729987,
,1997,3593265317,
,1998,3645256153,
,1999,3696551715,
,2000,3747780310,
,2001,3798918119,
,2002,3848340930,
,2003,3896798913,
,2004,3945396132,
,2005,3993926580,
,2006,4042825703,
,2007,4091636908,
,2008,4140358383,
,2009,4189938668,
,2010,4239822664,
,2011,4289496399,
,2012,4339608811,
,2013,4388941156,
,2014,4436946289,
,2015,4483307895,
,2016,4528415184,
,2017,4572478814,
,2018,4613623510,
,2019,4652385287,
,2020,4688113368,
,2021,4718316369,
,2022,4747661026,
,2023,4778004486,
,2024,,4806898011
,2025,,4835320061
,2026,,4863327393
,2027,,4890963059
,2028,,4917843752
,2029,,4943926455
,2030,,4969233390
,2031,,4993723005
,2032,,5017352073
,2033,,5040129153
,2034,,5062015154
,2035,,5082984234
,2036,,5103100907
,2037,,5122349847
,2038,,5140673146
,2039,,5158094357
,2040,,5174593426
,2041,,5190087823
,2042,,5204528688
,2043,,5217954615
,2044,,5230375972
,2045,,5241726793
,2046,,5251949946
,2047,,5260932944
,2048,,5268643448
,2049,,5275145135
,2050,,5280378402
,2051,,5284230203
,2052,,5286754898
,2053,,5288123867
,2054,,5288307731
,2055,,5287300443
,2056,,5285221154
,2057,,5282112969
,2058,,5277983407
,2059,,5272838495
,2060,,5266840001
,2061,,5260047769
,2062,,5252560173
,2063,,5244518564
,2064,,5235886561
,2065,,5226686839
,2066,,5216941568
,2067,,5206602078
,2068,,5195749921
,2069,,5184405355
,2070,,5172528449
,2071,,5160113564
,2072,,5147107942
,2073,,5133579817
,2074,,5119486933
,2075,,5104719774
,2076,,5089367907
,2077,,5073455511
,2078,,5056912462
,2079,,5039867969
,2080,,5022367491
,2081,,5004314228
,2082,,4985789045
,2083,,4966848462
,2084,,4947568671
,2085,,4928012782
,2086,,4908093348
,2087,,4887935828
,2088,,4867641584
,2089,,4847151753
,2090,,4826503633
,2091,,4805756134
,2092,,4784907331
,2093,,4763909134
,2094,,4742729610
,2095,,4721401903
,2096,,4699926199
,2097,,4678293688
,2098,,4656524087
,2099,,4634655672
,2100,,4612667566
AUS,1950,8176751,
AUS,1951,8418616,
AUS,1952,8630707,
AUS,1953,8816085,
AUS,1954,8999384,
AUS,1955,9205189,
AUS,1956,9424660,
AUS,1957,9638773,
AUS,1958,9847636,
AUS,1959,10060033,
AUS,1960,10280815,
AUS,1961,10500441,
AUS,1962,10707235,
AUS,1963,10913270,
AUS,1964,11128257,
AUS,1965,11357479,
AUS,1966,11592485,
AUS,1967,11810521,
AUS,1968,12030009,
AUS,1969,12272387,
AUS,1970,12599414,
AUS,1971,12997963,
AUS,1972,13304897,
AUS,1973,13518689,
AUS,1974,13719499,
AUS,1975,13893988,
AUS,1976,14046758,
AUS,1977,14203511,
AUS,1978,14367099,
AUS,1979,14533034,
AUS,1980,14721345,
AUS,1981,14949210,
AUS,1982,15192484,
AUS,1983,15414891,
AUS,1984,15620653,
AUS,1985,15835743,
AUS,1986,16069631,
AUS,1987,16322272,
AUS,1988,16594104,
AUS,1989,16869362,
AUS,1990,17126304,
AUS,1991,17353191,
AUS,1992,17549286,
AUS,1993,17722905,
AUS,1994,17897433,
AUS,1995,18095340,
AUS,1996,18305305,
AUS,1997,18504911,
AUS,1998,18701710,
AUS,1999,18909980,
AUS,2000,19132472,
AUS,2001,19365438,
AUS,2002,19595356,
AUS,2003,19819449,
AUS,2004,20046679,
AUS,2005,20294490,
AUS,2006,20590566,
AUS,2007,20954545,
AUS,2008,21370595,
AUS,2009,21783014,
AUS,2010,22141583,
AUS,2011,22479779,
AUS,2012,22852648,
AUS,2013,23236271,
AUS,2014,23595599,
AUS,2015,23947997,
AUS,2016,24329963,
AUS,2017,24731044,
AUS,2018,25119700,
AUS,2019,25482714,
AUS,2020,25743787,
AUS,2021,25956417,
AUS,2022,26200987,
AUS,2023,26451126,
AUS,2024,,26713206
AUS,2025,,26974024
AUS,2026,,27227097
AUS,2027,,27474269
AUS,2028,,27718849
AUS,2029,,27956570
AUS,2030,,28188539
AUS,2031,,28417797
AUS,2032,,28641916
AUS,2033,,28861608
AUS,2034,,29078997
AUS,2035,,29296170
AUS,2036,,29513614
AUS,2037,,29726633
AUS,2038,,29938045
AUS,2039,,30148424
AUS,2040,,30357454
AUS,2041,,30570274
AUS,2042,,30786333
AUS,2043,,31002217
AUS,2044,,31216096
AUS,2045,,31431129
AUS,2046,,31650482
AUS,2047,,31866218
AUS,2048,,32081619
AUS,2049,,32297181
AUS,2050,,32506964
AUS,2051,,32716088
AUS,2052,,32921912
AUS,2053,,33125568
AUS,2054,,33331255
AUS,2055,,33539311
AUS,2056,,33745347
AUS,2057,,33949051
AUS,2058,,34156817
AUS,2059,,34362634
AUS,2060,,34562678
AUS,2061,,34764692
AUS,2062,,34969209
AUS,2063,,35175463
AUS,2064,,35377573
AUS,2065,,35577434
AUS,2066,,35784847
AUS,2067,,35997271
AUS,2068,,36211017
AUS,2069,,36424697
AUS,2070,,36635120
AUS,2071,,36839673
AUS,2072,,37041405
AUS,2073,,37245063
AUS,2074,,37451849
AUS,2075,,37659590
AUS,2076,,37865663
AUS,2077,,38073797
AUS,2078,,38284003
AUS,2079,,38492852
AUS,2080,,38700844
AUS,2081,,38913378
AUS,2082,,39127226
AUS,2083,,39341143
AUS,2084,,39552738
AUS,2085,,39759316
AUS,2086,,39970338
AUS,2087,,40188441
AUS,2088,,40416299
AUS,2089,,40646492
AUS,2090,,40876703
AUS,2091,,41111413
AUS,2092,,41344704
AUS,2093,,41574724
AUS,2094,,41797137
AUS,2095,,42016473
AUS,2096,,42243354
AUS,2097,,42477126
AUS,2098,,42706740
AUS,2099,,42926634
AUS,2100,,43143685
AUT,1950,6936455,
AUT,1951,6930487,
AUT,1952,6927254,
AUT,1953,6932083,
AUT,1954,6939893,
AUT,1955,6946659,
AUT,1956,6952266,
AUT,1957,6965838,
AUT,1958,6987345,
AUT,1959,7014270,
AUT,1960,7047274,
AUT,1961,7086060,
AUT,1962,7129581,
AUT,1963,7175502,
AUT,1964,7223392,
AUT,1965,7270413,
AUT,1966,7321524,
AUT,1967,7376293,
AUT,1968,7414627,
AUT,1969,7440306,
AUT,1970,7466320,
AUT,1971,7499635,
AUT,1972,7543263,
AUT,1973,7585107,
AUT,1974,7597963,
AUT,1975,7577833,
AUT,1976,7564457,
AUT,1977,7567332,
AUT,1978,7561203,
AUT,1979,7548345,
AUT,1980,7548407,
AUT,1981,7567550,
AUT,1982,7573078,
AUT,1983,7561166,
AUT,1984,7560715,
AUT,1985,7564310,
AUT,1986,7569397,
AUT,1987,7574314,
AUT,1988,7585346,
AUT,1989,7620405,
AUT,1990,7679627,
AUT,1991,7757140,
AUT,1992,7842715,
AUT,1993,7907492,
AUT,1994,7938157,
AUT,1995,7950322,
AUT,1996,7960917,
AUT,1997,7969804,
AUT,1998,7978465,
AUT,1999,7993894,
AUT,2000,8012929,
AUT,2001,8042233,
AUT,2002,8081640,
AUT,2003,8122604,
AUT,2004,8173496,
AUT,2005,8229204,
AUT,2006,8269901,
AUT,2007,8296948,
AUT,2008,8323250,
AUT,2009,8345073,
AUT,2010,8365087,
AUT,2011,8393272,
AUT,2012,8431599,
AUT,2013,8481411,
AUT,2014,8547812,
AUT,2015,8644037,
AUT,2016,8737920,
AUT,2017,8798779,
AUT,2018,8841653,
AUT,2019,8880876,
AUT,2020,8921402,
AUT,2021,8967053,
AUT,2022,9064678,
AUT,2023,9130434,
AUT,2024,,9120815
AUT,2025,,9113578
AUT,2026,,9107265
AUT,2027,,9101492
AUT,2028,,9096273
AUT,2029,,9089766
AUT,2030,,9080344
AUT,2031,,9069085
AUT,2032,,9056502
AUT,2033,,9043483
AUT,2034,,9029410
AUT,2035,,9014206
AUT,2036,,8999243
AUT,2037,,8982694
AUT,2038,,8966408
AUT,2039,,8950784
AUT,2040,,8934065
AUT,2041,,8917554
AUT,2042,,8900670
AUT,2043,,8883179
AUT,2044,,8864499
AUT,2045,,8844732
AUT,2046,,8824206
AUT,2047,,8801905
AUT,2048,,8777843
AUT,2049,,8751755
AUT,2050,,8724335
AUT,2051,,8696688
AUT,2052,,8667917
AUT,2053,,8636703
AUT,2054,,8603889
AUT,2055,,8570632
AUT,2056,,8537009
AUT,2057,,8501897
AUT,2058,,8465820
AUT,2059,,8430066
AUT,2060,,8394697
AUT,2061,,8360106
AUT,2062,,8325616
AUT,2063,,8291171
AUT,2064,,8258214
AUT,2065,,8225770
AUT,2066,,8193042
AUT,2067,,8161529
AUT,2068,,8131306
AUT,2069,,8101561
AUT,2070,,8072755
AUT,2071,,8045280
AUT,2072,,8017716
AUT,2073,,7990446
AUT,2074,,7963622
AUT,2075,,7937312
AUT,2076,,7911659
AUT,2077,,7884736
AUT,2078,,7857199
AUT,2079,,7830803
AUT,2080,,7805755
AUT,2081,,7781116
AUT,2082,,7755987
AUT,2083,,7730749
AUT,2084,,7705352
AUT,2085,,7680366
AUT,2086,,7656849
AUT,2087,,7634723
AUT,2088,,7612694
AUT,2089,,7590338
AUT,2090,,7569183
AUT,2091,,7549436
AUT,2092,,7530929
AUT,2093,,7513397
AUT,2094,,7496580
AUT,2095,,7479872
AUT,2096,,7462944
AUT,2097,,7446096
AUT,2098,,7429820
AUT,2099,,7414450
AUT,2100,,7399337
AZE,1950,3131979,
AZE,1951,3187157,
AZE,1952,3247007,
AZE,1953,3312610,
AZE,1954,3384707,
AZE,1955,3464090,
AZE,1956,3551389,
AZE,1957,3646865,
AZE,1958,3750701,
AZE,1959,3862828,
AZE,1960,3982711,
AZE,1961,4108981,
AZE,1962,4239411,
AZE,1963,4372047,
AZE,1964,4503659,
AZE,1965,4630315,
AZE,1966,4751910,
AZE,1967,4867309,
AZE,1968,4976488,
AZE,1969,5081769,
AZE,1970,5183827,
AZE,1971,5283502,
AZE,1972,5380920,
AZE,1973,5476614,
AZE,1974,5572229,
AZE,1975,5669260,
AZE,1976,5791042,
AZE,1977,5937643,
AZE,1978,6075081,
AZE,1979,6187137,
AZE,1980,6284707,
AZE,1981,6385607,
AZE,1982,6491433,
AZE,1983,6602330,
AZE,1984,6706289,
AZE,1985,6799823,
AZE,1986,6891349,
AZE,1987,6977658,
AZE,1988,7081404,
AZE,1989,7167583,
AZE,1990,7231084,
AZE,1991,7314317,
AZE,1992,7405781,
AZE,1993,7504119,
AZE,1994,7608894,
AZE,1995,7719283,
AZE,1996,7830981,
AZE,1997,7936220,
AZE,1998,8025808,
AZE,1999,8100472,
AZE,2000,8174784,
AZE,2001,8251776,
AZE,2002,8326141,
AZE,2003,8400528,
