Code,Year,Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)
LBY,2016,6.17179
LBY,2017,4.67685
LBY,2018,4.86648
LBY,2019,5.54773
LBY,2020,7.10674
LBY,2021,6.21384
LBY,2022,4.65006
LTU,2000,6.1995
LTU,2001,6.0134
LTU,2002,6.14446
LTU,2003,6.18628
LTU,2004,5.5115
LTU,2005,5.648
LTU,2006,5.84418
LTU,2007,5.76432
LTU,2008,6.29454
LTU,2009,7.36587
LTU,2010,6.81462
LTU,2011,6.48782
LTU,2012,6.27593
LTU,2013,6.12594
LTU,2014,6.19333
LTU,2015,6.49044
LTU,2016,6.63746
LTU,2017,6.44446
LTU,2018,6.53039
LTU,2019,6.98445
LTU,2020,7.4744
LTU,2021,7.7597
LTU,2022,7.24335
LUX,2000,5.92534
LUX,2001,6.38194
LUX,2002,6.761
LUX,2003,6.96221
LUX,2004,7.27934
LUX,2005,7.12328
LUX,2006,6.63642
LUX,2007,6.15803
LUX,2008,6.23101
LUX,2009,6.94993
LUX,2010,6.66263
LUX,2011,5.95225
LUX,2012,5.29404
LUX,2013,5.23557
LUX,2014,5.23041
LUX,2015,5.08114
LUX,2016,5.07104
LUX,2017,5.13535
LUX,2018,5.27989
LUX,2019,5.46496
LUX,2020,5.76488
LUX,2021,5.66066
LUX,2022,5.55155
MDG,2000,3.99178
MDG,2001,4.11514
MDG,2002,4.92548
MDG,2003,5.00277
MDG,2004,5.2509
MDG,2005,5.21558
MDG,2006,5.07204
MDG,2007,4.60866
MDG,2008,4.08112
MDG,2009,4.3847
MDG,2010,4.69763
MDG,2011,4.5216
MDG,2012,3.91106
MDG,2013,3.75156
MDG,2014,4.4624
MDG,2015,5.00625
MDG,2016,5.33249
MDG,2017,4.80226
MDG,2018,4.2216
MDG,2019,3.10129
MDG,2020,3.72316
MDG,2021,3.50452
MDG,2022,3.25023
MWI,2000,2.35248
MWI,2001,2.0604
MWI,2002,2.69726
MWI,2003,3.3202
MWI,2004,4.072
MWI,2005,4.30047
MWI,2006,4.91223
MWI,2007,5.44258
MWI,2008,6.10669
MWI,2009,5.87334
MWI,2010,5.14305
MWI,2011,5.32227
MWI,2012,6.022
MWI,2013,8.22379
MWI,2014,6.89776
MWI,2015,6.62879
MWI,2016,7.72704
MWI,2017,7.58439
MWI,2018,6.8825
MWI,2019,6.37022
MWI,2020,7.17979
MWI,2021,7.62816
MWI,2022,6.50024
MYS,2000,2.51463
MYS,2001,2.6754
MYS,2002,2.66877
MYS,2003,2.92417
MYS,2004,2.86017
MYS,2005,2.78693
MYS,2006,3.10898
MYS,2007,3.07041
MYS,2008,3.00693
MYS,2009,3.26106
MYS,2010,3.16474
MYS,2011,3.31452
MYS,2012,3.45786
MYS,2013,3.51277
MYS,2014,3.71037
MYS,2015,3.82201
MYS,2016,3.70085
MYS,2017,3.71472
MYS,2018,3.75944
MYS,2019,3.83991
MYS,2020,4.08254
MYS,2021,4.37382
MYS,2022,3.90592
MDV,2000,7.73656
MDV,2001,8.21365
MDV,2002,8.7844
MDV,2003,6.77858
MDV,2004,7.48357
MDV,2005,8.82753
MDV,2006,8.04819
MDV,2007,8.30568
MDV,2008,11.47104
MDV,2009,10.09288
MDV,2010,8.48759
MDV,2011,7.92252
MDV,2012,8.67305
MDV,2013,8.15509
MDV,2014,7.91345
MDV,2015,8.72546
MDV,2016,10.30545
MDV,2017,9.26918
MDV,2018,7.43628
MDV,2019,7.65846
MDV,2020,11.3366
MDV,2021,10.09612
MDV,2022,9.65276
MLI,2000,5.46632
MLI,2001,4.51951
MLI,2002,4.99774
MLI,2003,5.0506
MLI,2004,5.21768
MLI,2005,5.19517
MLI,2006,5.45589
MLI,2007,5.25303
MLI,2008,5.02687
MLI,2009,5.21224
MLI,2010,4.67865
MLI,2011,4.01484
MLI,2012,3.75216
MLI,2013,3.96751
MLI,2014,4.48158
MLI,2015,4.11143
MLI,2016,3.77378
MLI,2017,3.67426
MLI,2018,3.7325
MLI,2019,3.82944
MLI,2020,3.47598
MLI,2021,3.4665
MLI,2022,3.67285
MLT,2000,6.57309
MLT,2001,6.99986
MLT,2002,7.70662
MLT,2003,7.89556
MLT,2004,8.04821
MLT,2005,8.66397
MLT,2006,8.80992
MLT,2007,8.16883
MLT,2008,7.86336
MLT,2009,7.92383
MLT,2010,7.95211
MLT,2011,8.44814
MLT,2012,8.37803
MLT,2013,8.49666
MLT,2014,9.08505
MLT,2015,8.8976
MLT,2016,8.96601
MLT,2017,8.73093
MLT,2018,8.50738
MLT,2019,9.07641
MLT,2020,10.60138
MLT,2021,10.36362
MLT,2022,9.52377
MHL,2000,13.52468
MHL,2001,11.28137
MHL,2002,12.06635
MHL,2003,13.33243
MHL,2004,14.15128
MHL,2005,18.45293
MHL,2006,22.29855
MHL,2007,16.82522
MHL,2008,19.10963
MHL,2009,18.72929
MHL,2010,17.84438
MHL,2011,11.35905
MHL,2012,11.72633
MHL,2013,12.13685
MHL,2014,12.11
MHL,2015,14.86288
MHL,2016,14.70094
MHL,2017,12.08144
MHL,2018,14.5333
MHL,2019,15.05456
MHL,2020,12.17444
MHL,2021,12.54099
MHL,2022,11.73604
MRT,2000,3.37825
MRT,2001,3.57184
MRT,2002,4.00225
MRT,2003,4.03255
MRT,2004,3.70429
MRT,2005,3.40313
MRT,2006,2.70253
MRT,2007,2.87644
MRT,2008,3.01339
MRT,2009,3.11034
MRT,2010,2.63619
MRT,2011,2.47384
MRT,2012,2.64919
MRT,2013,2.868
MRT,2014,3.46724
MRT,2015,3.67364
MRT,2016,3.187
MRT,2017,3.41948
MRT,2018,2.88363
MRT,2019,3.09177
MRT,2020,3.00148
MRT,2021,3.78023
MRT,2022,4.4839
MUS,2000,2.85735
MUS,2001,2.92152
MUS,2002,3.18897
MUS,2003,3.18202
MUS,2004,3.31653
MUS,2005,3.51794
MUS,2006,3.60574
MUS,2007,3.52322
MUS,2008,3.93897
MUS,2009,4.17036
MUS,2010,4.51898
MUS,2011,4.2506
MUS,2012,4.21993
MUS,2013,4.62082
MUS,2014,5.38025
MUS,2015,5.55042
MUS,2016,5.5429
MUS,2017,5.59857
MUS,2018,5.6031
MUS,2019,5.69508
MUS,2020,6.09606
MUS,2021,6.61608
MUS,2022,5.82382
MEX,2000,4.24437
MEX,2001,4.58201
MEX,2002,4.83043
MEX,2003,5.53979
MEX,2004,5.6835
MEX,2005,5.5811
MEX,2006,5.40648
MEX,2007,5.50668
MEX,2008,5.44587
MEX,2009,5.84786
MEX,2010,5.48973
MEX,2011,5.30093
MEX,2012,5.4214
MEX,2013,5.57733
MEX,2014,5.35337
MEX,2015,5.52739
MEX,2016,5.38499
MEX,2017,5.31179
MEX,2018,5.23821
MEX,2019,5.29686
MEX,2020,6.05374
MEX,2021,5.89244
MEX,2022,5.72145
FSM,2000,7.8664
FSM,2001,8.63168
FSM,2002,8.02993
FSM,2003,9.73037
FSM,2004,12.23101
FSM,2005,18.02141
FSM,2006,17.9638
FSM,2007,17.86092
FSM,2008,18.93289
FSM,2009,19.33614
FSM,2010,21.48779
FSM,2011,13.31436
FSM,2012,12.42914
FSM,2013,12.25674
FSM,2014,11.9103
FSM,2015,12.70485
FSM,2016,13.41605
FSM,2017,12.46886
FSM,2018,11.96552
FSM,2019,11.89308
FSM,2020,12.01538
FSM,2021,11.41322
FSM,2022,10.3447
MDA,2000,5.92687
MDA,2001,6.2345
MDA,2002,7.40438
MDA,2003,7.02228
MDA,2004,8.97115
MDA,2005,9.55815
MDA,2006,10.54445
MDA,2007,11.02067
MDA,2008,10.9492
MDA,2009,13.67662
MDA,2010,10.13113
MDA,2011,9.0967
MDA,2012,9.13962
MDA,2013,8.683
MDA,2014,8.63276
MDA,2015,8.55764
MDA,2016,7.53552
MDA,2017,7.1278
MDA,2018,6.7076
MDA,2019,6.49662
MDA,2020,7.00484
MDA,2021,7.74904
MDA,2022,6.96505
MCO,2000,3.69518
MCO,2001,3.75391
MCO,2002,3.8086
MCO,2003,4.43206
MCO,2004,4.52467
MCO,2005,4.5032
MCO,2006,4.29525
MCO,2007,3.81156
MCO,2008,4.08358
MCO,2009,4.84196
MCO,2010,4.95792
MCO,2011,4.63501
MCO,2012,4.75585
MCO,2013,4.57342
MCO,2014,4.44085
MCO,2015,4.31545
MCO,2016,4.12467
MCO,2017,4.15852
MCO,2018,4.04578
MCO,2019,3.87727
MCO,2020,4.2793
MCO,2021,3.67252
MCO,2022,3.3978
MNG,2000,6.07605
MNG,2001,5.4424
MNG,2002,5.49191
MNG,2003,4.29769
MNG,2004,4.30204
MNG,2005,3.86456
MNG,2006,3.74972
MNG,2007,4.07523
MNG,2008,4.55693
MNG,2009,4.4598
MNG,2010,3.73946
MNG,2011,3.58612
MNG,2012,3.858
MNG,2013,4.08932
MNG,2014,4.2099
MNG,2015,4.23155
MNG,2016,4.58009
MNG,2017,4.33954
MNG,2018,4.53449
MNG,2019,4.49498
MNG,2020,4.66625
MNG,2021,7.21043
MNG,2022,8.8517
MNE,2011,7.96692
MNE,2012,8.2955
MNE,2013,8.47145
MNE,2014,8.00087
MNE,2015,9.02189
MNE,2016,8.63303
MNE,2017,7.98255
MNE,2018,8.34356
MNE,2019,8.32983
MNE,2020,11.42178
MNE,2021,10.55254
MNE,2022,10.92242
MAR,2000,3.69305
MAR,2001,3.81601
MAR,2002,4.06118
MAR,2003,4.08038
MAR,2004,4.23211
MAR,2005,4.37351
MAR,2006,4.56587
MAR,2007,4.80759
MAR,2008,4.83789
MAR,2009,5.27312
MAR,2010,5.41861
MAR,2011,5.37019
MAR,2012,5.39619
MAR,2013,5.25541
MAR,2014,5.41627
MAR,2015,5.10436
MAR,2016,5.09203
MAR,2017,4.9892
MAR,2018,4.94517
MAR,2019,4.99531
MAR,2020,5.59079
MAR,2021,5.52272
MAR,2022,5.68049
MOZ,2000,2.14253
MOZ,2001,2.80098
MOZ,2002,3.18653
MOZ,2003,3.25095
MOZ,2004,3.53063
MOZ,2005,4.21436
MOZ,2006,3.94559
MOZ,2007,3.79956
MOZ,2008,4.13497
MOZ,2009,5.05562
MOZ,2010,5.2925
MOZ,2011,4.92176
MOZ,2012,5.14036
MOZ,2013,6.04556
MOZ,2014,6.24013
MOZ,2015,6.60973
MOZ,2016,7.21502
MOZ,2017,7.80532
MOZ,2018,7.97903
MOZ,2019,7.90207
MOZ,2020,7.54172
MOZ,2021,8.86982
MOZ,2022,8.77718
MMR,2000,2.12591
MMR,2001,2.28926
MMR,2002,2.74706
MMR,2003,2.53689
MMR,2004,2.46973
MMR,2005,2.48262
MMR,2006,2.39884
MMR,2007,2.15582
MMR,2008,2.24655
MMR,2009,2.30063
MMR,2010,2.08368
MMR,2011,2.06552
MMR,2012,2.57933
MMR,2013,3.2941
MMR,2014,4.39346
MMR,2015,5.47781
MMR,2016,5.1135
MMR,2017,5.08066
MMR,2018,4.89992
MMR,2019,4.07903
MMR,2020,4.38808
MMR,2021,5.83599
MMR,2022,5.20476
NAM,2000,9.24
NAM,2001,9.64409
NAM,2002,9.68075
NAM,2003,9.91341
NAM,2004,10.12623
NAM,2005,10.08442
NAM,2006,10.57087
NAM,2007,10.71633
NAM,2008,9.91801
NAM,2009,9.04967
NAM,2010,9.72781
NAM,2011,9.83193
NAM,2012,9.26659
NAM,2013,9.06449
NAM,2014,8.40891
NAM,2015,9.9811
NAM,2016,9.32232
NAM,2017,8.72574
NAM,2018,8.2861
NAM,2019,8.39904
NAM,2020,8.88723
NAM,2021,9.33766
NAM,2022,9.29636
NRU,2000,18.96671
NRU,2001,16.2233
NRU,2002,13.80812
NRU,2003,9.97444
NRU,2004,6.8789
NRU,2005,10.82082
NRU,2006,12.41761
NRU,2007,24.23069
NRU,2008,23.00409
NRU,2009,12.31576
NRU,2010,12.6964
NRU,2011,9.97124
NRU,2012,8.84149
NRU,2013,9.8501
NRU,2014,8.38676
NRU,2015,14.00562
NRU,2016,10.9906
NRU,2017,11.48864
NRU,2018,11.1024
NRU,2019,11.56156
NRU,2020,11.5565
NRU,2021,12.00061
NRU,2022,18.17031
NPL,2000,3.13292
NPL,2001,3.8123
NPL,2002,3.93863
NPL,2003,3.85607
NPL,2004,4.0463
NPL,2005,3.95095
NPL,2006,3.54402
NPL,2007,3.67297
NPL,2008,3.81756
NPL,2009,3.9018
NPL,2010,4.36132
NPL,2011,4.4522
NPL,2012,4.49079
NPL,2013,4.63013
NPL,2014,5.07549
NPL,2015,5.46616
NPL,2016,5.42379
NPL,2017,4.72171
NPL,2018,4.52808
NPL,2019,4.44525
NPL,2020,5.2081
NPL,2021,5.32333
NPL,2022,6.65589
NLD,2000,7.70696
NLD,2001,8.05946
NLD,2002,8.64913
NLD,2003,9.05657
NLD,2004,9.11076
NLD,2005,9.09667
NLD,2006,9.08055
NLD,2007,9.05293
NLD,2008,9.2766
NLD,2009,9.99293
NLD,2010,10.15509
NLD,2011,10.23358
NLD,2012,10.53899
NLD,2013,10.58364
NLD,2014,10.56704
NLD,2015,10.32394
NLD,2016,10.0568
NLD,2017,10.1083
NLD,2018,10.01994
NLD,2019,10.1404
NLD,2020,11.22356
NLD,2021,11.12491
NLD,2022,10.10068
NZL,2000,7.47002
NZL,2001,7.57894
NZL,2002,7.90046
NZL,2003,7.72169
NZL,2004,7.90091
NZL,2005,8.27335
NZL,2006,8.63842
NZL,2007,8.32904
NZL,2008,9.12383
NZL,2009,9.62076
NZL,2010,9.59278
NZL,2011,9.51987
NZL,2012,9.65164
NZL,2013,9.36019
NZL,2014,9.40168
NZL,2015,9.28344
NZL,2016,9.24379
NZL,2017,8.96988
NZL,2018,9.03811
NZL,2019,9.50997
NZL,2020,10.05994
NZL,2021,10.0194
NZL,2022,10.02858
NIC,2000,5.23884
NIC,2001,5.4846
NIC,2002,5.73316
NIC,2003,6.08318
NIC,2004,6.0574
NIC,2005,6.22469
NIC,2006,6.35756
NIC,2007,6.95643
NIC,2008,7.16701
NIC,2009,7.68584
NIC,2010,7.71019
NIC,2011,7.44982
NIC,2012,7.48837
NIC,2013,7.63869
NIC,2014,7.97716
NIC,2015,7.96303
NIC,2016,8.04878
NIC,2017,8.32754
NIC,2018,8.49935
NIC,2019,8.50037
NIC,2020,8.58996
NIC,2021,9.5925
NIC,2022,8.95365
NER,2000,4.69006
NER,2001,4.75815
NER,2002,4.85897
NER,2003,4.77954
NER,2004,5.01119
NER,2005,5.67638
NER,2006,5.80891
NER,2007,5.38839
NER,2008,5.22304
NER,2009,5.33017
NER,2010,5.02161
NER,2011,4.87324
NER,2012,4.30733
NER,2013,4.46636
NER,2014,4.45377
NER,2015,5.34746
NER,2016,4.53239
NER,2017,5.5761
NER,2018,5.30311
NER,2019,5.66642
NER,2020,6.17008
NER,2021,5.81453
NER,2022,4.3526
NGA,2000,3.19738
NGA,2001,3.18947
NGA,2002,2.49064
NGA,2003,5.05361
NGA,2004,4.63368
NGA,2005,4.46592
NGA,2006,4.25775
NGA,2007,3.90997
NGA,2008,3.69582
NGA,2009,3.5802
NGA,2010,3.29653
NGA,2011,3.32078
NGA,2012,3.35984
NGA,2013,3.42069
NGA,2014,3.3484
NGA,2015,3.58195
NGA,2016,3.64774
NGA,2017,3.74763
NGA,2018,3.09069
NGA,2019,2.98547
NGA,2020,3.38063
NGA,2021,4.07626
NGA,2022,4.2709
NIU,2000,7.92566
NIU,2001,38.13646
NIU,2002,11.11293
NIU,2003,9.52666
NIU,2004,17.34155
NIU,2005,11.65405
NIU,2006,79.73293
NIU,2007,16.03421
NIU,2008,25.74439
NIU,2009,31.05099
NIU,2010,13.11418
NIU,2011,20.5048
NIU,2012,9.25663
NIU,2013,9.88617
NIU,2014,10.93091
NIU,2015,8.63624
NIU,2016,7.62228
NIU,2017,8.51659
NIU,2018,7.96713
NIU,2019,7.23629
NIU,2020,9.13783
NIU,2021,15.08219
NIU,2022,18.28817
MKD,2000,8.86992
MKD,2001,8.38159
MKD,2002,8.97827
MKD,2003,9.00858
MKD,2004,8.46505
MKD,2005,7.67908
MKD,2006,7.38315
MKD,2007,6.57065
MKD,2008,6.55318
MKD,2009,6.52846
MKD,2010,6.7137
MKD,2011,6.51887
MKD,2012,6.61468
MKD,2013,6.71928
MKD,2014,6.28993
MKD,2015,6.34228
MKD,2016,6.37943
MKD,2017,6.43909
MKD,2018,6.45699
MKD,2019,7.06654
MKD,2020,7.73212
MKD,2021,8.52403
MKD,2022,7.62041
NOR,2000,7.70271
NOR,2001,8.00972
NOR,2002,8.98267
NOR,2003,9.19355
NOR,2004,8.79598
NOR,2005,8.299
NOR,2006,7.8823
NOR,2007,8.01674
NOR,2008,7.91508
NOR,2009,9.03254
NOR,2010,8.85812
NOR,2011,8.73474
NOR,2012,8.72189
NOR,2013,8.87431
NOR,2014,9.28298
NOR,2015,10.06992
NOR,2016,10.5305
NOR,2017,10.22984
NOR,2018,9.96038
NOR,2019,10.43808
NOR,2020,11.42416
NOR,2021,9.81426
NOR,2022,7.94803
OMN,2000,2.68485
OMN,2001,2.70074
OMN,2002,2.77737
OMN,2003,2.77524
OMN,2004,2.5966
OMN,2005,2.26479
OMN,2006,2.01985
OMN,2007,2.11371
OMN,2008,1.75568
OMN,2009,2.46946
OMN,2010,2.47589
OMN,2011,2.23611
OMN,2012,2.27703
OMN,2013,2.5054
OMN,2014,3.1374
OMN,2015,4.07826
OMN,2016,4.17581
OMN,2017,3.95419
OMN,2018,3.21469
OMN,2019,3.80649
OMN,2020,5.11923
OMN,2021,4.37028
OMN,2022,2.91622
PAK,2000,2.48079
PAK,2001,2.3396
PAK,2002,2.4222
PAK,2003,2.10399
PAK,2004,2.03666
PAK,2005,2.37324
PAK,2006,2.73132
PAK,2007,2.62371
PAK,2008,2.56807
PAK,2009,2.49996
PAK,2010,2.42968
PAK,2011,2.23121
PAK,2012,2.22185
PAK,2013,2.41648
PAK,2014,2.48899
PAK,2015,2.49493
PAK,2016,2.57026
PAK,2017,2.7863
PAK,2018,2.82845
PAK,2019,2.84737
PAK,2020,2.95273
PAK,2021,2.99016
PAK,2022,2.90434
PLW,2000,8.63729
PLW,2001,7.79659
PLW,2002,7.28691
PLW,2003,8.09579
PLW,2004,9.1348
PLW,2005,8.63174
PLW,2006,8.73999
PLW,2007,8.8371
PLW,2008,8.41378
PLW,2009,9.63057
PLW,2010,10.931
PLW,2011,9.94321
PLW,2012,10.24609
PLW,2013,10.92692
PLW,2014,10.66757
PLW,2015,9.76325
PLW,2016,10.01227
PLW,2017,10.90419
PLW,2018,11.06327
PLW,2019,12.14719
PLW,2020,13.3373
PLW,2021,14.62714
PLW,2022,14.28556
PSE,2000,9.46541
PSE,2001,10.31546
PSE,2002,11.04674
PSE,2003,9.55897
PSE,2004,11.37929
PSE,2005,10.99557
PSE,2006,10.5024
PSE,2007,9.58784
PSE,2008,10.5261
PSE,2009,10.76468
PSE,2010,9.10499
PSE,2011,11.34622
PSE,2012,10.3011
PSE,2013,10.44874
PSE,2014,9.92016
PSE,2015,9.28473
PSE,2016,9.00399
PSE,2017,9.12235
PSE,2018,9.65618
PSE,2019,9.18577
PSE,2020,10.2761
PSE,2021,10.43474
PSE,2022,9.73336
PAN,2000,6.98487
PAN,2001,6.9185
PAN,2002,7.05644
PAN,2003,6.71177
PAN,2004,7.08193
PAN,2005,6.20667
PAN,2006,6.54605
PAN,2007,7.35228
PAN,2008,6.80453
PAN,2009,6.9858
PAN,2010,7.22333
PAN,2011,6.83196
PAN,2012,6.50451
PAN,2013,6.5221
PAN,2014,6.91532
PAN,2015,6.93699
PAN,2016,7.09378
PAN,2017,7.16493
PAN,2018,7.60133
PAN,2019,8.13542
PAN,2020,10.2163
PAN,2021,9.13571
PAN,2022,8.46561
PNG,2000,2.01842
PNG,2001,2.30064
PNG,2002,2.77563
PNG,2003,2.45315
PNG,2004,2.59373
PNG,2005,2.44874
PNG,2006,2.426
PNG,2007,2.42102
PNG,2008,2.13526
PNG,2009,2.32938
PNG,2010,2.10756
PNG,2011,2.29398
PNG,2012,2.66694
PNG,2013,2.99728
PNG,2014,3.27119
PNG,2015,1.81882
PNG,2016,2.33063
PNG,2017,2.22971
PNG,2018,2.30052
PNG,2019,2.32534
PNG,2020,2.30194
PNG,2021,2.33995
PNG,2022,2.61825
PRY,2000,6.01865
PRY,2001,5.60816
PRY,2002,4.75771
PRY,2003,4.90704
PRY,2004,4.93224
PRY,2005,4.82935
PRY,2006,5.01928
PRY,2007,5.02043
PRY,2008,5.03776
PRY,2009,5.52497
PRY,2010,5.46594
PRY,2011,5.82226
PRY,2012,6.53145
PRY,2013,6.06428
PRY,2014,6.62719
PRY,2015,6.69166
PRY,2016,6.67557
PRY,2017,6.60903
PRY,2018,6.74498
PRY,2019,7.16082
PRY,2020,7.67533
PRY,2021,8.03277
PRY,2022,7.73804
PER,2000,4.41483
PER,2001,4.72161
PER,2002,4.93903
PER,2003,4.58704
PER,2004,4.42972
PER,2005,4.66599
PER,2006,4.40959
PER,2007,4.42611
PER,2008,4.53155
PER,2009,4.96265
PER,2010,4.71339
PER,2011,4.5338
PER,2012,4.7344
PER,2013,4.72346
PER,2014,4.93103
PER,2015,4.92147
PER,2016,4.91142
PER,2017,4.82783
PER,2018,5.09981
PER,2019,5.13816
PER,2020,6.36274
PER,2021,6.67921
PER,2022,6.09309
PHL,2000,3.05512
PHL,2001,2.84776
PHL,2002,2.63767
PHL,2003,3.07663
PHL,2004,3.04685
PHL,2005,3.74253
PHL,2006,3.77763
PHL,2007,3.75318
PHL,2008,3.86316
PHL,2009,4.16452
PHL,2010,4.13108
PHL,2011,4.02519
PHL,2012,4.17709
PHL,2013,4.27409
PHL,2014,3.70314
PHL,2015,3.89827
PHL,2016,3.95484
PHL,2017,3.96043
PHL,2018,3.95382
PHL,2019,4.16646
PHL,2020,5.16214
PHL,2021,5.97501
PHL,2022,5.15676
POL,2000,5.2879
POL,2001,5.66721
POL,2002,6.06724
POL,2003,5.95371
POL,2004,5.86845
POL,2005,5.80689
POL,2006,5.80281
POL,2007,5.87339
POL,2008,6.37592
POL,2009,6.58771
POL,2010,6.46801
POL,2011,6.28672
POL,2012,6.26524
POL,2013,6.48017
POL,2014,6.4268
POL,2015,6.40416
POL,2016,6.5921
POL,2017,6.58343
POL,2018,6.31291
POL,2019,6.46008
POL,2020,6.49678
POL,2021,6.43858
POL,2022,6.39626
PRT,2000,8.60104
PRT,2001,8.62752
PRT,2002,8.78643
PRT,2003,9.12416
PRT,2004,9.53251
PRT,2005,9.65307
PRT,2006,9.35423
PRT,2007,9.25187
PRT,2008,9.58308
PRT,2009,10.1307
PRT,2010,10.03251
PRT,2011,9.73072
PRT,2012,9.65393
PRT,2013,9.40487
PRT,2014,9.34288
PRT,2015,9.31646
PRT,2016,9.39439
PRT,2017,9.30584
PRT,2018,9.41265
PRT,2019,9.5138
PRT,2020,10.5477
PRT,2021,11.12368
PRT,2022,10.46883
QAT,2000,1.97258
QAT,2001,2.31971
QAT,2002,2.46044
QAT,2003,3.50257
QAT,2004,3.18312
QAT,2005,2.563
QAT,2006,2.28806
QAT,2007,2.07008
QAT,2008,1.63775
QAT,2009,2.38356
QAT,2010,1.87018
QAT,2011,1.59996
QAT,2012,1.74822
QAT,2013,2.0762
QAT,2014,2.42294
QAT,2015,3.63581
QAT,2016,3.54971
QAT,2017,3.21237
QAT,2018,2.96176
QAT,2019,3.18469
QAT,2020,3.81872
QAT,2021,2.89279
QAT,2022,2.18112
ROU,2000,4.20876
ROU,2001,4.37598
ROU,2002,4.57695
ROU,2003,5.37137
ROU,2004,5.47734
ROU,2005,5.52778
ROU,2006,5.07106
ROU,2007,5.02223
ROU,2008,5.02274
ROU,2009,5.27841
ROU,2010,5.63999
ROU,2011,4.47528
ROU,2012,4.509
ROU,2013,5.22433
ROU,2014,5.0279
ROU,2015,4.94296
ROU,2016,5.08021
ROU,2017,5.18879
ROU,2018,5.51801
ROU,2019,5.71421
ROU,2020,6.22618
ROU,2021,6.46981
ROU,2022,5.74901
RUS,2000,5.0199
RUS,2001,5.24285
RUS,2002,5.52167
RUS,2003,5.16369
RUS,2004,4.76038
RUS,2005,4.77177
RUS,2006,4.76654
RUS,2007,4.74793
RUS,2008,4.90364
RUS,2009,5.64392
RUS,2010,4.97112
RUS,2011,4.79491
RUS,2012,4.93638
RUS,2013,5.08105
RUS,2014,5.1821
RUS,2015,5.29604
RUS,2016,5.2897
RUS,2017,5.3589
RUS,2018,5.35521
RUS,2019,5.64849
RUS,2020,8.04076
RUS,2021,6.97584
RUS,2022,6.91986
RWA,2000,3.57583
RWA,2001,3.316
RWA,2002,3.12787
RWA,2003,6.92889
RWA,2004,7.50857
RWA,2005,7.72469
RWA,2006,7.60938
RWA,2007,7.86269
RWA,2008,7.55979
RWA,2009,7.79959
RWA,2010,8.08193
RWA,2011,7.93242
RWA,2012,8.10223
RWA,2013,6.77398
RWA,2014,6.98472
RWA,2015,6.65067
RWA,2016,6.96089
RWA,2017,6.36653
RWA,2018,6.65483
RWA,2019,6.26709
RWA,2020,7.48697
RWA,2021,7.30378
RWA,2022,7.87921
KNA,2000,4.79934
KNA,2001,4.39694
KNA,2002,4.45211
KNA,2003,4.7516
KNA,2004,4.49067
KNA,2005,4.72804
KNA,2006,4.98203
KNA,2007,4.79733
KNA,2008,5.30566
KNA,2009,5.28674
KNA,2010,5.21369
KNA,2011,5.16289
KNA,2012,5.01448
KNA,2013,5.04857
KNA,2014,4.75038
KNA,2015,5.12591
KNA,2016,5.42923
KNA,2017,5.27126
KNA,2018,4.89537
KNA,2019,5.19051
KNA,2020,5.66189
KNA,2021,6.17942
KNA,2022,5.56802
LCA,2000,4.8655
LCA,2001,5.12139
LCA,2002,5.38887
LCA,2003,5.2407
LCA,2004,4.76761
LCA,2005,4.8604
LCA,2006,5.12702
LCA,2007,5.54167
LCA,2008,5.09062
LCA,2009,5.24411
LCA,2010,5.1209
LCA,2011,5.07878
LCA,2012,4.92416
LCA,2013,5.0508
LCA,2014,4.62323
LCA,2015,4.5142
LCA,2016,4.44098
LCA,2017,4.368
LCA,2018,4.17934
LCA,2019,4.17376
LCA,2020,6.75984
LCA,2021,5.67881
LCA,2022,5.01938
VCT,2000,3.97939
VCT,2001,4.00093
VCT,2002,4.0777
VCT,2003,3.95765
VCT,2004,3.86584
VCT,2005,3.83166
VCT,2006,3.65357
VCT,2007,3.81817
VCT,2008,3.88194
VCT,2009,4.093
VCT,2010,4.30325
VCT,2011,4.23108
VCT,2012,4.45042
VCT,2013,4.24191
VCT,2014,4.17632
VCT,2015,4.11412
VCT,2016,4.09574
VCT,2017,4.22986
VCT,2018,4.25346
VCT,2019,4.25543
VCT,2020,4.83958
VCT,2021,5.36252
VCT,2022,4.68768
WSM,2000,4.28233
WSM,2001,3.81805
WSM,2002,4.49205
WSM,2003,4.17237
WSM,2004,4.52579
WSM,2005,4.63365
WSM,2006,4.88451
WSM,2007,4.74463
WSM,2008,4.53258
WSM,2009,5.12732
WSM,2010,5.15268
WSM,2011,5.38357
WSM,2012,4.98835
WSM,2013,6.21824
WSM,2014,6.25794
WSM,2015,6.21438
WSM,2016,5.63951
WSM,2017,5.16347
WSM,2018,4.77553
WSM,2019,5.64749
WSM,2020,6.18667
WSM,2021,6.81256
WSM,2022,6.30121
SMR,2000,5.78768
SMR,2001,5.64128
SMR,2002,5.39156
SMR,2003,4.772
SMR,2004,4.86479
SMR,2005,4.88684
SMR,2006,4.91362
SMR,2007,5.09587
SMR,2008,5.41111
SMR,2009,6.1841
SMR,2010,6.20854
SMR,2011,8.07073
SMR,2012,8.98884
SMR,2013,8.238
SMR,2014,8.30092
SMR,2015,8.43315
SMR,2016,8.42195
SMR,2017,8.25972
SMR,2018,8.27785
SMR,2019,8.14802
SMR,2020,8.48147
SMR,2021,7.51272
SMR,2022,7.4065
