Code,Year,"Share of population in poverty ($3 a day, 2021 prices)",Population (historical),World regions according to OWID
HND,1902,,555139,
HND,1903,,567769,
HND,1904,,580685,
HND,1905,,593894,
HND,1906,,607403,
HND,1907,,621218,
HND,1908,,635347,
HND,1909,,648953,
HND,1910,,662011,
HND,1911,,674492,
HND,1912,,686369,
HND,1913,,697612,
HND,1914,,709038,
HND,1915,,720650,
HND,1916,,732451,
HND,1917,,744445,
HND,1918,,755782,
HND,1919,,769299,
HND,1920,,785083,
HND,1921,,803228,
HND,1922,,823830,
HND,1923,,846987,
HND,1924,,870795,
HND,1925,,895272,
HND,1926,,920437,
HND,1927,,946310,
HND,1928,,972909,
HND,1929,,998444,
HND,1930,,1022849,
HND,1931,,1046057,
HND,1932,,1067998,
HND,1933,,1088599,
HND,1934,,1109597,
HND,1935,,1131000,
HND,1936,,1152816,
HND,1937,,1175053,
HND,1938,,1197719,
HND,1939,,1221530,
HND,1940,,1246523,
HND,1941,,1272738,
HND,1942,,1300214,
HND,1943,,1328993,
HND,1944,,1358408,
HND,1945,,1388475,
HND,1946,,1419207,
HND,1947,,1450620,
HND,1948,,1482727,
HND,1949,,1518441,
HND,1950,,1558941,
HND,1951,,1601493,
HND,1952,,1645832,
HND,1953,,1691967,
HND,1954,,1739823,
HND,1955,,1789399,
HND,1956,,1840670,
HND,1957,,1893583,
HND,1958,,1948157,
HND,1959,,2004321,
HND,1960,,2062067,
HND,1961,,2121245,
HND,1962,,2182064,
HND,1963,,2244884,
HND,1964,,2309861,
HND,1965,,2377163,
HND,1966,,2446752,
HND,1967,,2518650,
HND,1968,,2593057,
HND,1969,,2670286,
HND,1970,,2750721,
HND,1971,,2834624,
HND,1972,,2922075,
HND,1973,,3011471,
HND,1974,,3099844,
HND,1975,,3193239,
HND,1976,,3294460,
HND,1977,,3398659,
HND,1978,,3505466,
HND,1979,,3614990,
HND,1980,,3727179,
HND,1981,,3841781,
HND,1982,,3958735,
HND,1983,,4078177,
HND,1984,,4199855,
HND,1985,,4323338,
HND,1986,,4448905,
HND,1987,,4576911,
HND,1988,,4707683,
HND,2000,,6577781,
HND,2020,,10119638,
HND,2021,,10289881,
HND,2022,,10463880,
,1986,59.460003,,
HKG,-10000,,1558,
HKG,-9000,,2596,
HKG,-8000,,4327,
HKG,-7000,,7212,
HKG,-6000,,12021,
HKG,-5000,,20036,
HKG,-4000,,33393,
HKG,-3000,,55655,
HKG,-2000,,92759,
HKG,-1000,,154599,
HKG,0,,257665,
HKG,100,,251673,
HKG,200,,211270,
HKG,300,,107174,
HKG,400,,207269,
HKG,500,,202448,
HKG,600,,197740,
HKG,700,,193142,
HKG,800,,188650,
HKG,900,,184263,
HKG,1000,,179978,
HKG,1100,,443565,
HKG,1200,,506955,
HKG,1300,,13463,
HKG,1400,,13150,
HKG,1500,,12844,
HKG,1600,,12545,
HKG,1700,,12254,
HKG,1710,,12764,
HKG,1720,,13296,
HKG,1730,,13850,
HKG,1740,,14427,
HKG,1750,,15028,
HKG,1760,,15655,
HKG,1770,,16307,
HKG,1780,,16986,
HKG,1790,,17694,
HKG,1800,,20000,
HKG,1801,,20000,
HKG,1802,,20000,
HKG,1803,,20000,
HKG,1804,,20000,
HKG,1805,,20000,
HKG,1806,,20000,
HKG,1807,,20000,
HKG,1808,,20000,
HKG,1809,,20000,
HKG,1810,,20000,
HKG,1811,,20016,
HKG,1812,,20048,
HKG,1813,,20097,
HKG,1814,,20163,
HKG,1815,,20246,
HKG,1816,,20346,
HKG,1817,,20464,
HKG,1818,,20600,
HKG,1819,,20755,
HKG,1820,,20928,
HKG,1821,,21120,
HKG,1822,,21331,
HKG,1823,,21562,
HKG,1824,,21812,
HKG,1825,,22083,
HKG,1826,,22375,
HKG,1827,,22688,
HKG,1828,,23021,
HKG,1829,,23377,
HKG,1830,,23754,
HKG,1831,,24154,
HKG,1832,,24561,
HKG,1833,,24974,
HKG,1834,,25394,
HKG,1835,,25822,
HKG,1836,,26257,
HKG,1837,,26699,
HKG,1838,,27148,
HKG,1839,,27605,
HKG,1840,,28070,
HKG,1841,,28623,
HKG,1842,,29271,
HKG,1843,,30021,
HKG,1844,,30882,
HKG,1845,,31863,
HKG,1846,,32971,
HKG,1847,,34218,
HKG,1848,,35613,
HKG,1849,,37167,
HKG,1850,,38893,
HKG,1851,,40811,
HKG,1852,,42928,
HKG,1853,,45258,
HKG,1854,,47817,
HKG,1855,,50623,
HKG,1856,,53692,
HKG,1857,,57045,
HKG,1858,,60702,
HKG,1859,,64685,
HKG,1860,,69017,
HKG,1861,,73489,
HKG,1862,,78026,
HKG,1863,,82624,
HKG,1864,,87280,
HKG,1865,,91993,
HKG,1866,,96757,
HKG,1867,,101568,
HKG,1868,,106423,
HKG,1869,,111315,
HKG,1870,,116240,
HKG,1871,,123720,
HKG,1872,,128743,
HKG,1873,,133563,
HKG,1874,,138152,
HKG,1875,,142478,
HKG,1876,,146506,
HKG,1877,,150648,
HKG,1878,,154906,
HKG,1879,,159286,
HKG,1880,,163789,
HKG,1881,,168419,
HKG,1882,,173180,
HKG,1883,,178076,
HKG,1884,,183110,
HKG,1885,,188287,
HKG,1886,,193773,
HKG,1887,,199583,
HKG,1888,,205733,
HKG,1889,,212239,
HKG,1890,,219117,
HKG,1891,,226385,
HKG,1892,,234061,
HKG,1893,,242165,
HKG,1894,,250715,
HKG,1895,,259733,
HKG,1896,,269239,
HKG,1897,,279093,
HKG,1898,,289307,
HKG,1899,,299895,
HKG,1900,,310869,
HKG,1901,,322245,
HKG,1902,,334036,
HKG,1903,,346258,
HKG,1904,,358927,
HKG,1905,,372059,
HKG,1906,,385671,
HKG,1907,,399780,
HKG,1908,,414406,
HKG,1909,,429777,
HKG,1910,,445944,
HKG,1911,,458834,
HKG,1912,,475620,
HKG,1913,,493789,
HKG,1914,,513483,
HKG,1915,,534838,
HKG,1916,,557213,
HKG,1917,,580609,
HKG,1918,,604914,
HKG,1919,,630231,
HKG,1920,,639683,
HKG,1921,,645084,
HKG,1922,,651835,
HKG,1923,,675802,
HKG,1924,,705170,
HKG,1925,,719348,
HKG,1926,,729137,
HKG,1927,,738589,
HKG,1928,,763906,
HKG,1929,,796312,
HKG,1930,,825680,
HKG,1931,,864837,
HKG,1932,,899269,
HKG,1933,,934376,
HKG,1934,,956317,
HKG,1935,,978259,
HKG,1936,,1092355,
HKG,1937,,1265525,
HKG,1938,,1522749,
HKG,1939,,1692880,
HKG,1940,,1746891,
HKG,1941,,1703277,
HKG,1942,,1641437,
HKG,1943,,1623210,
HKG,1944,,1605186,
HKG,1945,,1587362,
HKG,1946,,1643058,
HKG,1947,,1721573,
HKG,1948,,1825205,
HKG,1949,,1900819,
HKG,1950,,1978347,
HKG,1951,,2069492,
HKG,1952,,2164804,
HKG,1953,,2264328,
HKG,1954,,2368614,
HKG,1955,,2478199,
HKG,1956,,2594259,
HKG,1957,,2717187,
HKG,1958,,2845505,
HKG,1959,,2974551,
HKG,1960,,3094853,
HKG,1961,,3076660,
HKG,1962,,2889091,
HKG,1963,,2662600,
HKG,1964,,3136041,
HKG,1965,,3855425,
HKG,1966,,4015304,
HKG,1967,,3474133,
HKG,1968,,3065330,
HKG,1969,,3395527,
HKG,1970,,3739916,
HKG,1971,,3989231,
HKG,1972,,4117125,
HKG,1973,,4223248,
HKG,1974,,4330727,
HKG,1975,,4438382,
HKG,1976,,4545134,
HKG,1977,,4650487,
HKG,1978,,4754069,
HKG,1979,,4857668,
HKG,1980,,4962488,
HKG,1981,,5060960,
HKG,1982,,5150097,
HKG,1983,,5235115,
HKG,1984,,5315980,
HKG,1985,,5393122,
HKG,1986,,5451437,
HKG,1987,,5486376,
HKG,1988,,5514904,
HKG,1989,,5540576,
HKG,1990,,5560599,
HKG,1991,,5628091,
HKG,1992,,5759558,
HKG,1993,,5902506,
HKG,1994,,6042259,
HKG,1995,,6177105,
HKG,1996,,6302469,
HKG,1997,,6416674,
HKG,1998,,6521331,
HKG,1999,,6616524,
HKG,2000,,6704665,
HKG,2001,,6774243,
HKG,2002,,6821412,
HKG,2003,,6858906,
HKG,2004,,6888164,
HKG,2005,,6908483,
HKG,2006,,6931089,
HKG,2007,,6971344,
HKG,2008,,7020689,
HKG,2009,,7064464,
HKG,2010,,7101614,
HKG,2011,,7142969,
HKG,2012,,7201059,
HKG,2013,,7264330,
HKG,2014,,7319502,
HKG,2015,,7366411,
HKG,2016,,7408006,
HKG,2017,,7444889,
HKG,2018,,7471190,
HKG,2019,,7485817,
HKG,2020,,7490240,
HKG,2021,,7484604,
HKG,2022,,7465913,
HKG,2023,,7442738,Asia
HUN,1987,0,10475103,
HUN,1989,0,10403421,
HUN,1991,2.240082,10378174,
HUN,1993,0,10356869,
HUN,1994,1.9131687,10339936,
HUN,1999,0.72087806,10219797,
HUN,2004,0.26315594,10085788,
HUN,2005,1.0202755,10065703,
HUN,2006,0.19993824,10049946,
HUN,2007,0.24528888,10034084,
HUN,2008,0.08974195,10016653,
HUN,2009,0.112736054,10001381,
HUN,2010,0.16688134,9979128,
HUN,2011,0.17066939,9946675,
HUN,2012,0.47583,9916621,
HUN,2013,0.4609007,9889344,
HUN,2014,0.9814092,9862843,
HUN,2015,0.96903014,9839211,
HUN,2016,1.5732795,9810529,
HUN,2017,0.91795725,9785608,
HUN,-10000,,2109,
HUN,-9000,,2812,
HUN,-8000,,3750,
HUN,-7000,,5000,
HUN,-6000,,42187,
HUN,-5000,,56250,
HUN,-4000,,75000,
HUN,-3000,,100000,
HUN,-2000,,200000,
HUN,-1000,,300000,
HUN,0,,300000,
HUN,100,,300000,
HUN,200,,300000,
HUN,300,,300000,
HUN,400,,300000,
HUN,500,,250000,
HUN,600,,200000,
HUN,700,,250000,
HUN,800,,300000,
HUN,900,,400000,
HUN,1000,,500000,
HUN,1100,,600000,
HUN,1200,,800000,
HUN,1300,,1250000,
HUN,1400,,1000000,
HUN,1500,,1250000,
HUN,1600,,1250000,
HUN,1700,,1500000,
HUN,1710,,1661905,
HUN,1720,,1823810,
HUN,1730,,1985716,
HUN,1740,,2147621,
HUN,1750,,2309527,
HUN,1760,,2471432,
HUN,1770,,2633338,
HUN,1780,,2795243,
HUN,1790,,2957149,
HUN,1800,,3250000,
HUN,1801,,3289809,
HUN,1802,,3330105,
HUN,1803,,3370895,
HUN,1804,,3412185,
HUN,1805,,3453980,
HUN,1806,,3496288,
HUN,1807,,3539113,
HUN,1808,,3582463,
HUN,1809,,3626344,
HUN,1810,,3671307,
HUN,1811,,3716276,
HUN,1812,,3761796,
HUN,1813,,3807874,
HUN,1814,,3854516,
HUN,1815,,3901730,
HUN,1816,,3949521,
HUN,1817,,3997899,
HUN,1818,,4046868,
HUN,1819,,4092356,
HUN,1820,,4134289,
HUN,1821,,4172594,
HUN,1822,,4207196,
HUN,1823,,4238019,
HUN,1824,,4269068,
HUN,1825,,4300344,
HUN,1826,,4331849,
HUN,1827,,4363586,
HUN,1828,,4395554,
HUN,1829,,4427757,
HUN,1830,,4460196,
HUN,1831,,4492873,
HUN,1832,,4525789,
HUN,1833,,4558946,
HUN,1834,,4592346,
HUN,1835,,4625990,
HUN,1836,,4659881,
HUN,1837,,4694021,
HUN,1838,,4728411,
HUN,1839,,4763052,
HUN,1840,,4797947,
HUN,1841,,4833098,
HUN,1842,,4868507,
HUN,1843,,4904175,
HUN,1844,,4940104,
HUN,1845,,4976296,
HUN,1846,,5012754,
HUN,1847,,5049479,
HUN,1848,,5086472,
HUN,1849,,5123254,
HUN,1850,,5159819,
HUN,1851,,5195874,
HUN,1852,,5231698,
HUN,1853,,5267286,
HUN,1854,,5303117,
HUN,1855,,5339191,
HUN,1856,,5375510,
HUN,1857,,5412077,
HUN,1858,,5448892,
HUN,1859,,5485958,
HUN,1860,,5523276,
HUN,1861,,5560847,
HUN,1862,,5598674,
HUN,1863,,5636759,
HUN,1864,,5675102,
HUN,1865,,5713707,
HUN,1866,,5752574,
HUN,1867,,5791705,
HUN,1868,,5831102,
HUN,1869,,5869333,
HUN,1870,,5906380,
HUN,1871,,5942227,
HUN,1872,,5976860,
HUN,1873,,6010261,
HUN,1874,,6043848,
HUN,1875,,6077623,
HUN,1876,,6111587,
HUN,1877,,6145740,
HUN,1878,,6180085,
HUN,1879,,6214621,
HUN,1880,,6249350,
HUN,1881,,6284274,
HUN,1882,,6319392,
HUN,1883,,6354707,
HUN,1884,,6390219,
HUN,1885,,6425929,
HUN,1886,,6461839,
HUN,1887,,6497950,
HUN,1888,,6534262,
HUN,1889,,6573067,
HUN,1890,,6614394,
HUN,1891,,6658274,
HUN,1892,,6704738,
HUN,1893,,6753819,
HUN,1894,,6803259,
HUN,1895,,6853061,
HUN,1896,,6903227,
HUN,1897,,6953760,
HUN,1898,,7004664,
HUN,1899,,7055444,
HUN,1900,,7106097,
HUN,1901,,7156618,
HUN,1902,,7207003,
HUN,1903,,7257247,
HUN,1904,,7307841,
HUN,1905,,7358788,
HUN,1906,,7410090,
HUN,1907,,7461749,
HUN,1908,,7513769,
HUN,1909,,7561436,
HUN,1910,,7604701,
HUN,1911,,7643515,
HUN,1912,,7677830,
HUN,1913,,7707596,
HUN,1914,,7737477,
HUN,1915,,7767474,
HUN,1916,,7797587,
HUN,1917,,7827817,
HUN,1918,,7858603,
HUN,1919,,7896685,
HUN,1920,,7942153,
HUN,1921,,7995099,
HUN,1922,,8055612,
HUN,1923,,8123785,
HUN,1924,,8192535,
HUN,1925,,8261866,
HUN,1926,,8331785,
HUN,1927,,8402295,
HUN,1928,,8473402,
HUN,1929,,8542835,
HUN,1930,,8610564,
HUN,1931,,8676559,
HUN,1932,,8740788,
HUN,1933,,8803220,
HUN,1934,,8866098,
HUN,1935,,8929425,
HUN,1936,,8993204,
HUN,1937,,9057438,
HUN,1938,,9122132,
HUN,1939,,9175084,
HUN,1940,,9216204,
HUN,1941,,9245400,
HUN,1942,,9262582,
HUN,1943,,9267656,
HUN,1944,,9272733,
HUN,1945,,9277812,
HUN,1946,,9282895,
HUN,1947,,9287980,
HUN,1948,,9293068,
HUN,1949,,9309618,
HUN,1950,,9337883,
HUN,1951,,9423178,
HUN,1952,,9503933,
HUN,1953,,9594481,
HUN,1954,,9704596,
HUN,1955,,9823216,
HUN,1956,,9853996,
HUN,1957,,9837926,
HUN,1958,,9880680,
HUN,1959,,9936845,
HUN,1960,,9983383,
HUN,1961,,10026515,
HUN,1962,,10058067,
HUN,1963,,10083843,
HUN,1964,,10114375,
HUN,1965,,10141118,
HUN,1966,,10170409,
HUN,1967,,10206812,
HUN,1968,,10244548,
HUN,1969,,10281595,
HUN,1970,,10315142,
HUN,1971,,10343972,
HUN,1972,,10374303,
HUN,1973,,10407441,
HUN,1974,,10453918,
HUN,1975,,10515654,
HUN,1976,,10573770,
HUN,1977,,10623145,
HUN,1978,,10660190,
HUN,1979,,10688259,
HUN,1980,,10695372,
HUN,1981,,10679329,
HUN,1982,,10656109,
HUN,1983,,10622989,
HUN,1984,,10584329,
HUN,1985,,10547258,
HUN,1986,,10511099,
HUN,1988,,10440534,
HUN,1990,,10381280,
HUN,1992,,10371477,
HUN,1995,,10322792,
HUN,1996,,10302238,
HUN,1997,,10278600,
HUN,1998,,10251717,
HUN,2000,,10190598,
HUN,2001,,10166693,
HUN,2002,,10138461,
HUN,2003,,10108970,
HUN,2018,,9774395,
HUN,2019,,9770346,
HUN,2020,,9749459,
HUN,2021,,9707848,
HUN,2022,,9684308,
HUN,2023,,9686465,Europe
ISL,2003,0.03769283,289616,
ISL,2004,0.17006549,292172,
ISL,2005,0.03701966,296852,
ISL,2006,0.18427962,303883,
ISL,2007,0.08061417,311662,
ISL,2008,0.060815003,317519,
ISL,2009,0.09720067,318619,
ISL,2010,0.14938448,318163,
ISL,2011,0.18829557,319139,
ISL,2012,0.033555817,320851,
ISL,2013,0.08820933,323891,
ISL,2014,0,327517,
ISL,2015,0.034490183,330962,
ISL,2016,0,335571,
ISL,2017,0,343537,
ISL,2018,0.2681579,352860,
ISL,2019,0.079942025,360709,
ISL,-10000,,8,
ISL,-9000,,16,
ISL,-8000,,33,
ISL,-7000,,66,
ISL,-6000,,132,
ISL,-5000,,265,
ISL,-4000,,531,
ISL,-3000,,1063,
ISL,-2000,,2126,
ISL,-1000,,4253,
ISL,0,,8507,
ISL,100,,8681,
ISL,200,,8858,
ISL,300,,9039,
ISL,400,,9223,
ISL,500,,9411,
ISL,600,,9604,
ISL,700,,9800,
ISL,800,,10000,
ISL,900,,25000,
ISL,1000,,50000,
ISL,1100,,70000,
ISL,1200,,70000,
ISL,1300,,70000,
ISL,1400,,60000,
ISL,1500,,60000,
ISL,1600,,50000,
ISL,1700,,49538,
ISL,1710,,50548,
ISL,1720,,51580,
ISL,1730,,52633,
ISL,1740,,53707,
ISL,1750,,54803,
ISL,1760,,55921,
ISL,1770,,57063,
ISL,1780,,58227,
ISL,1790,,59416,
ISL,1800,,61428,
ISL,1801,,61428,
ISL,1802,,61428,
ISL,1803,,61428,
ISL,1804,,61428,
ISL,1805,,61428,
ISL,1806,,61428,
ISL,1807,,61428,
ISL,1808,,61428,
ISL,1809,,61428,
ISL,1810,,61428,
ISL,1811,,61428,
ISL,1812,,61428,
ISL,1813,,61428,
ISL,1814,,61428,
ISL,1815,,61428,
ISL,1816,,61428,
ISL,1817,,61428,
ISL,1818,,61428,
ISL,1819,,61382,
ISL,1820,,61291,
ISL,1821,,61153,
ISL,1822,,60971,
ISL,1823,,60743,
ISL,1824,,60517,
ISL,1825,,60291,
ISL,1826,,60065,
ISL,1827,,59841,
ISL,1828,,59618,
ISL,1829,,59395,
ISL,1830,,59173,
ISL,1831,,58952,
ISL,1832,,58732,
ISL,1833,,58513,
ISL,1834,,58295,
ISL,1835,,58077,
ISL,1836,,57860,
ISL,1837,,57644,
ISL,1838,,57429,
ISL,1839,,57296,
ISL,1840,,57247,
ISL,1841,,57280,
ISL,1842,,57395,
ISL,1843,,57593,
ISL,1844,,57792,
ISL,1845,,57992,
ISL,1846,,58192,
ISL,1847,,58393,
ISL,1848,,58595,
ISL,1849,,58908,
ISL,1850,,59333,
ISL,1851,,59869,
ISL,1852,,60521,
ISL,1853,,61291,
ISL,1854,,62071,
ISL,1855,,62861,
ISL,1856,,63660,
ISL,1857,,64470,
ISL,1858,,65291,
ISL,1859,,66009,
ISL,1860,,66623,
ISL,1861,,67132,
ISL,1862,,67533,
ISL,1863,,67824,
ISL,1864,,68117,
ISL,1865,,68411,
ISL,1866,,68707,
ISL,1867,,69003,
ISL,1868,,69301,
ISL,1869,,69579,
ISL,1870,,69835,
ISL,1871,,70071,
ISL,1872,,70285,
ISL,1873,,70478,
ISL,1874,,70672,
ISL,1875,,70866,
ISL,1876,,71061,
ISL,1877,,71257,
ISL,1878,,71453,
ISL,1879,,71588,
ISL,1880,,71664,
ISL,1881,,71679,
ISL,1882,,71635,
ISL,1883,,71529,
ISL,1884,,71424,
ISL,1885,,71319,
ISL,1886,,71214,
ISL,1887,,71110,
ISL,1888,,71005,
ISL,1889,,71055,
ISL,1890,,71259,
ISL,1891,,71619,
ISL,1892,,72137,
ISL,1893,,72813,
ISL,1894,,73496,
ISL,1895,,74185,
ISL,1896,,74880,
ISL,1897,,75582,
ISL,1898,,76291,
ISL,1899,,77048,
ISL,1900,,77854,
ISL,1901,,78711,
ISL,1902,,79619,
ISL,1903,,80579,
ISL,1904,,81551,
ISL,1905,,82535,
ISL,1906,,83531,
ISL,1907,,84538,
ISL,1908,,85558,
ISL,1909,,86567,
ISL,1910,,87565,
ISL,1911,,88552,
ISL,1912,,89526,
ISL,1913,,90488,
ISL,1914,,91461,
ISL,1915,,92444,
ISL,1916,,93438,
ISL,1917,,94442,
ISL,1918,,95464,
ISL,1919,,96495,
ISL,1920,,97534,
ISL,1921,,98582,
ISL,1922,,99639,
ISL,1923,,100704,
ISL,1924,,101781,
ISL,1925,,102870,
ISL,1926,,103970,
ISL,1927,,105082,
ISL,1928,,106206,
ISL,1929,,107337,
ISL,1930,,108477,
ISL,1931,,109624,
ISL,1932,,110779,
ISL,1933,,111942,
ISL,1934,,113117,
ISL,1935,,114305,
ISL,1936,,115505,
ISL,1937,,116718,
ISL,1938,,117943,
ISL,1939,,119333,
ISL,1940,,120892,
ISL,1941,,122625,
ISL,1942,,124535,
ISL,1943,,126627,
ISL,1944,,128755,
ISL,1945,,130918,
ISL,1946,,133118,
ISL,1947,,135354,
ISL,1948,,137628,
ISL,1949,,140059,
ISL,1950,,142684,
ISL,1951,,145432,
ISL,1952,,147778,
ISL,1953,,150750,
ISL,1954,,154272,
ISL,1955,,157751,
ISL,1956,,161091,
ISL,1957,,164767,
ISL,1958,,168490,
ISL,1959,,172008,
ISL,1960,,175572,
ISL,1961,,179014,
ISL,1962,,182360,
ISL,1963,,185658,
ISL,1964,,189043,
ISL,1965,,192344,
ISL,1966,,195604,
ISL,1967,,198796,
ISL,1968,,201519,
ISL,1969,,203383,
ISL,1970,,204489,
ISL,1971,,206171,
ISL,1972,,209209,
ISL,1973,,212385,
ISL,1974,,215273,
ISL,1975,,218029,
ISL,1976,,220196,
ISL,1977,,221842,
ISL,1978,,223580,
ISL,1979,,225765,
ISL,1980,,228147,
ISL,1981,,230754,
ISL,1982,,233852,
ISL,1983,,236968,
ISL,1984,,239513,
ISL,1985,,241414,
ISL,1986,,243195,
ISL,1987,,245864,
ISL,1988,,249734,
ISL,1989,,252861,
ISL,1990,,254842,
ISL,1991,,257817,
ISL,1992,,261087,
ISL,1993,,263760,
ISL,1994,,266063,
ISL,1995,,267516,
ISL,1996,,268967,
ISL,1997,,271194,
ISL,1998,,274121,
ISL,1999,,277450,
ISL,2000,,281293,
ISL,2001,,285058,
ISL,2002,,287609,
ISL,2020,,366626,
ISL,2021,,372647,
ISL,2022,,380368,
ISL,2023,,387559,Europe
IND,1977,59.700523,640801106,
IND,1983,50.867126,737372683,
IND,1987,51.78026,808931268,
IND,1993,47.482635,922118380,
IND,2004,46.424168,1135991509,
IND,2009,34.575577,1225524764,
IND,2011,27.124691,1261224956,
IND,2022,5.2516403,1425423209,
IND,-10000,,84810,
IND,-9000,,167151,
IND,-8000,,329433,
IND,-7000,,649272,
IND,-6000,,1279633,
IND,-5000,,2521995,
IND,-4000,,4970535,
IND,-3000,,9796297,
IND,-2000,,19307266,
IND,-1000,,38052184,
IND,0,,74996048,
IND,100,,78745856,
IND,200,,82495656,
IND,300,,86245456,
IND,400,,89995264,
IND,500,,93745064,
IND,600,,97494864,
IND,700,,101244672,
IND,800,,104994472,
IND,900,,108744272,
IND,1000,,112494080,
IND,1100,,116243880,
IND,1200,,119993680,
IND,1300,,123743488,
IND,1400,,127493288,
IND,1500,,131243088,
IND,1600,,134992896,
IND,1700,,164991312,
IND,1710,,168657792,
IND,1720,,172324256,
IND,1730,,175990736,
IND,1740,,179657216,
IND,1750,,183323680,
IND,1760,,186990160,
IND,1770,,190656624,
IND,1780,,194323104,
IND,1790,,197989584,
IND,1800,,200733034,
IND,1801,,201128850,
IND,1802,,201525446,
IND,1803,,201922822,
IND,1804,,202320984,
IND,1805,,202719931,
IND,1806,,203119662,
IND,1807,,203520184,
IND,1808,,203921496,
IND,1809,,204323597,
IND,1810,,204741058,
IND,1811,,205163165,
IND,1812,,205604563,
IND,1813,,206065360,
IND,1814,,206545666,
IND,1815,,207045590,
IND,1816,,207565243,
IND,1817,,208104734,
IND,1818,,208664175,
IND,1819,,209243678,
IND,1820,,209843353,
IND,1821,,210266730,
IND,1822,,210691245,
IND,1823,,211540283,
IND,1824,,212392741,
IND,1825,,213248635,
IND,1826,,214107978,
IND,1827,,214970784,
IND,1828,,215837067,
IND,1829,,216706839,
IND,1830,,217580116,
IND,1831,,218456911,
IND,1832,,219337238,
IND,1833,,220221111,
IND,1834,,221108547,
IND,1835,,221999558,
IND,1836,,222894160,
IND,1837,,223792367,
IND,1838,,224694193,
IND,1839,,225599654,
IND,1840,,226508764,
IND,1841,,227421537,
IND,1842,,228337989,
IND,1843,,229258134,
IND,1844,,230181987,
IND,1845,,231109563,
IND,1846,,232040877,
IND,1847,,232975944,
IND,1848,,233914779,
IND,1849,,234833664,
IND,1850,,235732435,
IND,1851,,236535920,
IND,1852,,237318415,
IND,1853,,238079774,
IND,1854,,238843552,
IND,1855,,239609756,
IND,1856,,240378394,
IND,1857,,241149472,
IND,1858,,241923000,
IND,1859,,242698983,
IND,1860,,243477427,
IND,1861,,244258342,
IND,1862,,245041734,
IND,1863,,245827611,
IND,1864,,246615984,
IND,1865,,247406860,
IND,1866,,248200247,
IND,1867,,248996154,
IND,1868,,249794587,
IND,1869,,250501067,
IND,1870,,251115205,
IND,1871,,251636609,
IND,1872,,252064885,
IND,1873,,252399639,
IND,1874,,252734813,
IND,1875,,253070405,
IND,1876,,253406417,
IND,1877,,253742849,
IND,1878,,254079702,
IND,1879,,254760858,
IND,1880,,255789440,
IND,1881,,257168597,
IND,1882,,258901501,
IND,1883,,260991354,
IND,1884,,263098048,
IND,1885,,265221721,
IND,1886,,267362508,
IND,1887,,269520547,
IND,1888,,271695977,
IND,1889,,273520781,
IND,1890,,274991729,
IND,1891,,276105563,
IND,1892,,276859000,
IND,1893,,277248729,
IND,1894,,277638978,
IND,1895,,278029747,
IND,1896,,278421038,
IND,1897,,278812851,
IND,1898,,279205186,
IND,1899,,279838410,
IND,1900,,280714154,
IND,1901,,281834058,
IND,1902,,283199773,
IND,1903,,284812956,
IND,1904,,286435299,
IND,1905,,288066854,
IND,1906,,289707671,
IND,1907,,291357804,
IND,1908,,293017306,
IND,1909,,294397607,
IND,1910,,295496971,
IND,1911,,296313651,
IND,1912,,296845891,
IND,1913,,297091925,
IND,1914,,297338132,
IND,1915,,297584511,
IND,1916,,297831063,
IND,1917,,298077789,
IND,1918,,298421342,
IND,1919,,299273541,
IND,1920,,300639878,
IND,1921,,302525896,
IND,1922,,304937193,
IND,1923,,307879422,
IND,1924,,310850039,
IND,1925,,313849318,
IND,1926,,316877536,
IND,1927,,319934973,
IND,1928,,323021910,
IND,1929,,326429031,
IND,1930,,330163509,
IND,1931,,334232641,
IND,1932,,338643856,
IND,1933,,343404711,
IND,1934,,348232496,
IND,1935,,353128154,
IND,1936,,358092638,
IND,1937,,363126915,
IND,1938,,368231967,
IND,1939,,371781679,
IND,1940,,373766276,
IND,1941,,374175756,
IND,1942,,372999886,
IND,1943,,370228201,
IND,1944,,367477113,
IND,1945,,364746467,
IND,1946,,362036112,
IND,1947,,359345897,
IND,1948,,356675672,
IND,1949,,355893489,
IND,1950,,346278818,
IND,1951,,353870058,
IND,1952,,361874906,
IND,1953,,370104570,
IND,1954,,378687141,
IND,1955,,387700892,
IND,1956,,396988905,
IND,1957,,406253895,
IND,1958,,415777436,
IND,1959,,425780669,
IND,1960,,435990342,
IND,1961,,446564731,
IND,1962,,457283091,
IND,1963,,468138576,
IND,1964,,479229599,
IND,1965,,490140142,
IND,1966,,500740250,
IND,1967,,511606377,
IND,1968,,522716893,
IND,1969,,533880545,
IND,1970,,545864271,
IND,1971,,558096385,
IND,1972,,570482138,
IND,1973,,583465599,
IND,1974,,597041391,
IND,1975,,611309536,
IND,1976,,625861887,
IND,1978,,655728226,
IND,1979,,671155746,
IND,1980,,687354029,
IND,1981,,703696251,
IND,1982,,720313473,
IND,1984,,754875449,
IND,1985,,772647800,
IND,1986,,790689977,
IND,1988,,827342994,
IND,1989,,846039528,
IND,1990,,864972221,
IND,1991,,883927605,
IND,1992,,902957075,
IND,1994,,941163772,
IND,1995,,960301046,
IND,1996,,979678460,
IND,1997,,999133764,
IND,1998,,1018665080,
IND,1999,,1038225822,
IND,2000,,1057922731,
IND,2001,,1077898579,
IND,2002,,1097600380,
IND,2003,,1116803000,
IND,2005,,1154676321,
